Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Ivana Shenoy,03-08-1963,Female,Widowed,09457563865,faiyazwable@example.com,"579, Johal Ganj
Tezpur 119105",Kannada,Kurnool,575,Home Loan,83058,13,0.2,Medical Emergency,7159.09,10.104.223.148,"43.3147745, 157.460398","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 8), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 1, 7), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 2, 20), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 3, 18), 'Payment Mode': 'Credit Card'}]",9,No
Renee Chaudhry,15-10-2002,Female,Married,08410789919,romil09@example.net,"H.No. 943, Saran Nagar
Imphal 453443",Urdu,Bhalswa Jahangir Pur,532,Auto Loan,27925,7,0.11,Debt Consolidation,4136.89,192.168.223.36,"27.4782195, 122.415780","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Debit Card'}]",10,Yes
Divyansh Zacharia,28-03-1995,Female,Single,+914225272423,lakshaybora@example.net,"H.No. 062, Kurian Ganj
Kumbakonam 472217",Urdu,Dehradun,702,Personal Loan,59955,7,0.24,Wedding Expenses,9263.76,10.226.112.129,"62.5857625, -179.886343","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 25), 'Payment Mode': 'Net Banking'}]",7,Yes
Neelofar Sachdev,03-02-1975,Male,Widowed,9374983432,indransarya@example.net,"089
Dyal Ganj
Chennai-410564",Marathi,Nadiad,823,Auto Loan,47777,5,0.25,Education Fees,10160.82,192.168.105.14,"-70.375750, -27.227936","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Credit Card'}]",5,Yes
Advika Iyengar,21-07-1960,Female,Divorced,6767386878,samiha76@example.net,"72
Dyal Chowk
Tenali 513887",Marathi,Ramgarh,734,Auto Loan,18018,11,0.18,Wedding Expenses,1789.08,192.168.6.161,"-63.8798885, 58.214852","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 12), 'Payment Mode': 'UPI'}]",4,Yes
Kiaan Ahuja,02-03-2001,Male,Married,05547262186,lakshit08@example.org,"39/04
Toor Chowk
Pondicherry 662094",Tamil,Sikar,722,Auto Loan,65354,3,0.11,Wedding Expenses,22185.27,192.168.204.223,"55.399930, 7.530426","[{'Payment Date': datetime.date(2023, 5, 27), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Cash'}]",9,Yes
Yashvi Sinha,06-04-1970,Female,Widowed,00939667947,dmaharaj@example.org,"56/964, Halder, Tadipatri 548449",Marathi,Surat,529,Home Loan,81816,3,0.17,Medical Emergency,28048.33,172.30.105.65,"-45.7870775, 138.932939","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Cash'}]",14,Yes
Biju Karan,16-02-1985,Female,Widowed,+918077649507,sachdevaaaryahi@example.org,"H.No. 736, Jaggi Zila
Tiruppur 761491",Hindi,Karawal Nagar,741,Personal Loan,22398,14,0.22,Debt Consolidation,1828.49,172.23.236.37,"86.481553, 171.253009","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 15), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 10), 'Payment Mode': 'Credit Card'}]",3,Yes
Priyansh Apte,11-08-1996,Male,Widowed,+910331719770,ganesanarmaan@example.com,"76/66, Buch Circle, Dewas 646393",Bengali,Adoni,764,Home Loan,68661,15,0.23,Education Fees,5310.32,172.17.179.140,"-80.4221875, 159.482944","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 11, 26), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 25), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 1, 21), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 2, 27), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 3, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 4, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 5, 28), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 6, 28), 'Payment Mode': 'UPI'}]",8,No
Kismat Sarna,06-03-1988,Female,Widowed,5909443403,lsheth@example.org,"688
Hans Road
Dewas-950886",English,Vijayawada,711,Personal Loan,85460,7,0.26,Medical Emergency,13289.32,192.168.199.179,"64.754186, 30.835699","[{'Payment Date': datetime.date(2023, 5, 3), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'UPI'}]",2,No
Indrans Toor,01-09-1969,Male,Widowed,7241030920,miraan41@example.com,"H.No. 987
Sen Circle
Jodhpur 859336",Telugu,Pali,804,Auto Loan,90298,9,0.16,Education Fees,10713.79,10.7.113.13,"31.539664, 30.930951","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 6), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 6), 'Payment Mode': 'Debit Card'}]",14,Yes
Arhaan Deshmukh,16-02-1959,Male,Married,+910891865490,lakshitlata@example.org,"50, Swamy Chowk
Gorakhpur 530691",English,Bikaner,611,Auto Loan,21215,10,0.2,Debt Consolidation,2320.79,10.149.235.197,"-85.9432345, -127.699227","[{'Payment Date': datetime.date(2023, 5, 7), 'Payment Mode': 'Cash'}]",3,Yes
Dishani Gade,28-05-1968,Male,Single,+918196741570,hrishitabasu@example.org,"H.No. 064
Vaidya Path
Chittoor-523418",Telugu,Bidhannagar,550,Auto Loan,74205,7,0.21,Wedding Expenses,11355.63,10.128.129.138,"44.6544775, 56.251930","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 19), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 15), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 21), 'Payment Mode': 'Net Banking'}]",3,No
Ishita Wagle,28-09-1997,Female,Divorced,7952687528,madanazad@example.org,"19/73
Maharaj Nagar
Ratlam 046416",Telugu,Nizamabad,632,Auto Loan,44793,7,0.25,Medical Emergency,6943.24,172.18.101.166,"-35.8250665, -40.398929","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 18), 'Payment Mode': 'Debit Card'}]",8,No
Emir Grover,30-01-2000,Female,Widowed,00007082334,jhavritika@example.org,"921, Anand Chowk, Vadodara-377246",Bengali,Deoghar,821,Home Loan,43372,11,0.11,Medical Emergency,4163.07,172.28.143.186,"-42.4497235, -61.100486","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Debit Card'}]",6,Yes
Divit Soman,02-09-1978,Male,Divorced,03637835043,inaaya-74@example.org,"30
Chokshi Zila
Muzaffarpur 892241",Tamil,Chandigarh,564,Auto Loan,63806,7,0.15,Home Renovation,9576.56,192.168.221.231,"33.4263105, 91.235518",[],3,No
Hunar Mammen,14-07-1969,Male,Widowed,06606655402,sahil05@example.com,"H.No. 27, Rao Nagar
Bhopal-172949",English,Ajmer,307,Home Loan,42054,15,0.27,Medical Emergency,3334.4,10.148.253.215,"49.8142275, 57.507894","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 7), 'Payment Mode': 'UPI'}]",7,No
Vidur Bhakta,09-04-1979,Female,Widowed,6224316530,fmahajan@example.com,"78/808
Bail Road
Nangloi Jat 229172",Marathi,Phusro,718,Home Loan,63785,2,0.22,Debt Consolidation,32772.2,10.116.14.45,"-30.6676375, 146.990793","[{'Payment Date': datetime.date(2023, 5, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Cash'}]",3,No
Inaaya  Kade,04-08-1966,Female,Divorced,01202817096,keya59@example.com,"28
Konda Path, Bhavnagar 160105",Hindi,Nagercoil,741,Personal Loan,81752,10,0.17,Medical Emergency,8825.62,172.21.221.54,"-51.9555265, 91.253840","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 3), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 12, 10), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 1, 18), 'Payment Mode': 'Net Banking'}]",10,Yes
Aradhya Uppal,20-04-1966,Male,Single,07877809351,nishithshetty@example.org,"H.No. 257, Chaudhry Marg
Bharatpur-425709",Telugu,Karawal Nagar,570,Personal Loan,60451,3,0.19,Debt Consolidation,20791.77,192.168.14.235,"-1.362842, 67.750589",[],14,No
Umang Chandra,29-04-1999,Male,Widowed,4105719396,nityadutta@example.net,"H.No. 00, Majumdar Path
Tirupati 848207",Marathi,Bhopal,728,Personal Loan,55161,11,0.27,Education Fees,5716.69,172.21.80.63,"-78.8225135, -8.125178","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 1), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 13), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 13), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 1, 25), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 2, 28), 'Payment Mode': 'Cash'}]",6,Yes
Jayant Tailor,12-01-2005,Male,Widowed,9489860306,tuppal@example.com,"02
Balakrishnan
Proddatur-489105",Malayalam,Bijapur,491,Auto Loan,18411,15,0.25,Wedding Expenses,1441.79,172.23.97.64,"28.1799865, -73.697131","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 15), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 22), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 1, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 2, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 3, 2), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2024, 4, 1), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 5, 9), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2024, 6, 4), 'Payment Mode': 'Net Banking'}]",6,No
Rasha Choudhary,13-05-1976,Female,Widowed,8956031589,xdada@example.com,"H.No. 784
Shah Nagar
Kharagpur 977378",Telugu,Belgaum,317,Home Loan,53856,10,0.16,Wedding Expenses,5788.39,10.241.112.159,"-87.186532, 159.762147","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 17), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 6), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 21), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 11), 'Payment Mode': 'Net Banking'}]",13,Yes
Amira Sengupta,16-06-1959,Female,Single,06195237764,abath@example.org,"927, Hans Path, Kochi-884919",Kannada,Bhalswa Jahangir Pur,466,Personal Loan,32197,13,0.17,Debt Consolidation,2729.2,172.27.143.250,"-20.720209, 171.723201","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 3), 'Payment Mode': 'Debit Card'}]",6,Yes
Ayesha Dutt,09-02-2006,Female,Divorced,02038118693,trishamannan@example.org,"H.No. 42, Srivastava Ganj
Kurnool-253262",Urdu,Patna,512,Personal Loan,97200,5,0.18,Debt Consolidation,20323.48,192.168.13.203,"-68.8847475, 99.957179","[{'Payment Date': datetime.date(2023, 5, 19), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 19), 'Payment Mode': 'Cash'}]",10,No
Sana Vaidya,30-07-1996,Female,Widowed,06588537124,ftripathi@example.com,"60/776, Dash Ganj
Erode 558447",English,Dehri,626,Auto Loan,64483,10,0.2,Medical Emergency,7054.04,10.66.171.234,"-51.3078575, 23.315478","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 7), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 23), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 12, 20), 'Payment Mode': 'Credit Card'}]",4,No
Manikya Din,07-01-1991,Female,Widowed,09906508836,rborah@example.com,"08/277, Keer Road, Kavali-520385",Gujarati,Ambarnath,334,Home Loan,70269,9,0.15,Education Fees,8303.73,172.26.94.44,"-24.118022, -4.281866","[{'Payment Date': datetime.date(2023, 5, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Credit Card'}]",7,No
Nirvaan Bhargava,21-09-1991,Male,Single,03855119912,sairasura@example.com,"309
Gandhi Street
Bellary 146112",Hindi,Gudivada,430,Home Loan,82355,1,0.11,Medical Emergency,83109.92,10.91.215.242,"-25.0630035, -161.020041",[],2,No
Adira Mall,29-03-1983,Male,Divorced,+917700793846,kanav55@example.net,"070, Sinha Path, Medininagar 818968",Kannada,Agartala,321,Auto Loan,52239,9,0.19,Education Fees,6273.46,10.71.76.178,"-31.9882875, 151.254382","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 27), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'UPI'}]",11,No
Akarsh Raj,16-03-1970,Male,Married,+911464527189,sahil09@example.com,"22, Magar Circle
Farrukhabad-930896",Marathi,Ambala,687,Auto Loan,94660,12,0.21,Debt Consolidation,8814.15,10.174.248.95,"50.157042, -153.948991","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 7), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 28), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 1, 1), 'Payment Mode': 'Credit Card'}]",10,No
Tanya Chaudhari,16-09-1966,Female,Divorced,9741558726,kgola@example.net,"H.No. 19
Rastogi
Panvel-611755",English,New Delhi,507,Auto Loan,30164,9,0.23,Education Fees,3680.87,172.21.154.234,"-13.9453355, 98.017253","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 19), 'Payment Mode': 'UPI'}]",12,No
Arnav Wason,08-05-1963,Male,Divorced,03959804348,godaakarsh@example.com,"37
Ganguly Marg, Kota-390919",Marathi,Miryalaguda,541,Auto Loan,13863,4,0.23,Wedding Expenses,3633.39,172.16.192.214,"71.9093095, 86.258723","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 2), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'Debit Card'}]",12,No
Hazel Contractor,27-03-1982,Female,Married,+914786828612,dinnavya@example.org,"986
Tailor Nagar, Kadapa-922245",Malayalam,Bhiwani,664,Personal Loan,79978,14,0.19,Medical Emergency,6414.17,192.168.46.76,"82.9344585, -136.571527","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'Cash'}]",1,No
Shaan Varma,30-10-1977,Male,Single,4519902753,nakulswamy@example.org,"03
Chaudhuri Zila
Dindigul-684495",Marathi,Gudivada,556,Auto Loan,43412,15,0.15,Medical Emergency,3191.93,172.28.59.8,"-6.248750, 30.949691","[{'Payment Date': datetime.date(2023, 5, 11), 'Payment Mode': 'UPI'}]",8,Yes
Ivan Dutt,23-01-1974,Male,Single,8072226862,faiyazsarkar@example.org,"H.No. 681
Mani Chowk
Kota 955649",Malayalam,Satara,751,Personal Loan,82252,14,0.23,Debt Consolidation,6754.39,192.168.242.170,"59.0054155, 0.928739","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 20), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 15), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 4), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 13), 'Payment Mode': 'Net Banking'}]",13,Yes
Umang Sule,23-11-2003,Female,Married,3842160062,battaaarna@example.org,"398, Soman Nagar, Aurangabad 691423",Bengali,Raiganj,754,Home Loan,95957,6,0.15,Debt Consolidation,16699.76,172.17.115.112,"84.548146, 52.310830","[{'Payment Date': datetime.date(2023, 5, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 9), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 19), 'Payment Mode': 'Net Banking'}]",14,No
